"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;natass;tremb;taux;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;1485;9.6604215457;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";9 : FSV ou FSI;10 : Maladie;90;80%;9;0.0585480094;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;528;3.4348165496;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;8;0.052042675;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;84;0.5464480874;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;25;0.1626333594;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;20;0.1301066875;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";0 : Pas d'exonération;10 : Maladie;80;80%;1020;30.81570997;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";0 : Pas d'exonération;10 : Maladie;80;90%;2;0.0604229607;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";0 : Pas d'exonération;30 : Maternité;100;100%;388;11.722054381;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";3 : Soins particuliers exonérés;10 : Maladie;100;100%;7;0.2114803625;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";3 : Soins particuliers exonérés;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0604229607;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;846;25.558912387;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;229;6.918429003;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0302114804;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";5 : Assuré ou bénéficiaire exonéré (régime exonérant);30 : Maternité;100;100%;11;0.332326284;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;426;12.870090634;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;336;10.151057402;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;42;1.2688821752;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";0 : Pas d'exonération;10 : Maladie;80;80%;2146;50.865133918;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";0 : Pas d'exonération;10 : Maladie;80;90%;1;0.0237022991;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";0 : Pas d'exonération;10 : Maladie;80;100%;1;0.0237022991;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;2;0.0474045982;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";0 : Pas d'exonération;30 : Maternité;100;100%;245;5.8070632851;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";0 : Pas d'exonération;41 : Accident du;100;100%;27;0.6399620763;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;12;0.2844275895;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;2;0.0474045982;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";3 : Soins particuliers exonérés;10 : Maladie;100;100%;2;0.0474045982;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;1005;23.820810619;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;389;9.2201943589;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;18;0.4266413842;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;30 : Maternité;100;100%;1;0.0237022991;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;203;4.811566722;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:23";="590781621";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;165;3.9108793553;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";0 : Pas d'exonération;10 : Maladie;80;0;3;0.0305685755;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";0 : Pas d'exonération;10 : Maladie;80;80%;1414;14.407988588;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";0 : Pas d'exonération;10 : Maladie;80;90%;2;0.0203790503;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";0 : Pas d'exonération;10 : Maladie;80;100%;1;0.0101895252;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;1;0.0101895252;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";0 : Pas d'exonération;30 : Maternité;100;100%;380;3.8720195639;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";0 : Pas d'exonération;41 : Accident du;100;100%;3;0.0305685755;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;2;0.0203790503;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";3 : Soins particuliers exonérés;10 : Maladie;100;100%;2;0.0203790503;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;2700;27.511717954;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0101895252;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;328;3.3421642551;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";7 : Soins dispensés en risque maladie et exonérés dans le cadre d'un dispositif de prévention;90 : Prévention;100;100%;590;6.0118198492;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;4039;41.155492154;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;13 : Maladie Régime Local Alsace-Moselle;100;100%;4;0.0407581007;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;25;0.2547381292;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;18;0.183411453;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;294;2.9957203994;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;7;0.0713266762;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";0 : Pas d'exonération;10 : Maladie;80;80%;287;33.25608343;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;4;0.4634994206;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;1;0.1158748552;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";3 : Soins particuliers exonérés;10 : Maladie;100;100%;22;2.5492468134;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;450;52.14368482;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;97;11.23986095;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;2;0.2317497103;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";0 : Pas d'exonération;10 : Maladie;80;80%;1381;42.768659028;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";0 : Pas d'exonération;41 : Accident du;100;100%;6;0.1858160421;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";3 : Soins particuliers exonérés;10 : Maladie;100;100%;10;0.3096934035;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;1397;43.264168473;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;435;13.471663054;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";0 : Pas d'exonération;10 : Maladie;80;80%;4658;14.228548737;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";0 : Pas d'exonération;10 : Maladie;80;90%;5;0.0152732382;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";0 : Pas d'exonération;30 : Maternité;100;100%;1268;3.8732932156;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";0 : Pas d'exonération;41 : Accident du;100;100%;59;0.1802242111;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;4;0.0122185906;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0030546476;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;80%;3;0.0091639429;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;1;0.0030546476;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;80%;2;0.0061092953;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";3 : Soins particuliers exonérés;10 : Maladie;100;0;1;0.0030546476;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";3 : Soins particuliers exonérés;10 : Maladie;100;80%;1;0.0030546476;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";3 : Soins particuliers exonérés;10 : Maladie;100;100%;7079;21.623850689;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;10312;31.49952653;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0061092953;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;80%;4;0.0122185906;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;3380;10.324709045;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;8;0.0244371812;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;14;0.042765067;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;20;100;100%;5;0.0152732382;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";9 : FSV ou FSI;10 : Maladie;90;80%;48;0.146623087;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";9 : FSV ou FSI;10 : Maladie;90;100%;308;0.9408314751;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;4436;13.550416959;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;904;2.7614014723;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;3;0.0091639429;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;208;0.6353667104;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;1;0.0030546476;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;22;0.0672022482;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";0 : Pas d'exonération;10 : Maladie;80;80%;4637;10.063589209;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";0 : Pas d'exonération;10 : Maladie;80;90%;7;0.0151919613;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";0 : Pas d'exonération;30 : Maternité;100;100%;657;1.4258740803;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";0 : Pas d'exonération;41 : Accident du;100;100%;102;0.2213685787;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;2;0.0043405604;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;80%;16;0.0347244829;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;80%;1;0.0021702802;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";3 : Soins particuliers exonérés;10 : Maladie;100;80%;2;0.0043405604;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";3 : Soins particuliers exonérés;10 : Maladie;100;100%;15403;33.428825661;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;14245;30.915641209;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;21;0.0455758838;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;80%;18;0.0390650433;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;5621;12.19914491;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;80%;1;0.0021702802;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;5;0.0108514009;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";5 : Assuré ou bénéficiaire exonéré (régime exonérant);20;100;100%;2;0.0043405604;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";5 : Assuré ou bénéficiaire exonéré (régime exonérant);30 : Maternité;100;100%;1;0.0021702802;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;4;0.0086811207;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;20;100;100%;3;0.0065108405;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";9 : FSV ou FSI;10 : Maladie;90;80%;19;0.0412353235;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";9 : FSV ou FSI;10 : Maladie;90;100%;158;0.3429042689;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;4534;9.8400503505;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;478;1.0373939276;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;139;0.3016689455;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:34";="620103440";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;1;0.0021702802;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";0 : Pas d'exonération;10 : Maladie;80;80%;615;41.275167785;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";3 : Soins particuliers exonérés;10 : Maladie;100;100%;29;1.9463087248;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;606;40.67114094;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;158;10.604026846;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;30;2.0134228188;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;52;3.4899328859;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";0 : Pas d'exonération;10 : Maladie;80;80%;19288;15.236109136;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";0 : Pas d'exonération;10 : Maladie;80;90%;36;0.0284373667;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";0 : Pas d'exonération;10 : Maladie;80;100%;134;0.1058501983;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;15;0.0118489028;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";0 : Pas d'exonération;30 : Maternité;100;80%;2;0.0015798537;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";0 : Pas d'exonération;30 : Maternité;100;100%;3682;2.9085106719;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";0 : Pas d'exonération;41 : Accident du;100;100%;260;0.2053809817;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;80%;19;0.0150086102;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;14677;11.593756418;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;31;0.0244877324;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;30 : Maternité;100;100%;3;0.0023697806;2023.7;X590780193;31AUG23;11:45:29
