"champ";"statut";"annee";"periode";"date du resultat";"ipe";parc_UM;ponder;ponder_cn;dms;age_moy;age_med;pct_homme;nb_um_rea;nb_um_si;nb_um_sc;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";05 Soins intensifs en néonatologie;4;4;5;0.097260274;0.098630137;75;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;80;80;15.3;72.7875;76;61.25;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);40;40;2.65;1.3419178082;0.4054794521;50;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";07A UHCD strutures des urgences générales;33;33;1.1515151515;78.575757576;85;60.606060606;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";27 Médecine gériatrique;31;31;15.225806452;85.258064516;87;51.612903226;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);25;25;8.4;64;68;44;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";08 Soins et accompagnement des malades en phase terminale (unité de soins palliatifs);6;6;21.333333333;71;70.5;66.666666667;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";71 Obstétrique seule;5;5;3.8;32.4;36;0;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";40 Unité d'hospitalisation d'oncologie médicale;4;4;25.5;75.5;76;25;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";17 UNV hors SI;4;4;26;71.75;72;50;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;27.75;82;84;50;0;0;0;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;126;126;10.317460317;79.674603175;81;43.650793651;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";27 Médecine gériatrique;35;35;15;85.914285714;87;45.714285714;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;27;27;18.592592593;75.666666667;76;55.555555556;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-27 Médecine gériatrique;16;16;15.625;81.75;82;43.75;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;13;13;8.1538461538;67.538461538;68;46.153846154;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);9;9;1.8888888889;4.8401826484;1;55.555555556;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;7;7;17;81.857142857;84;57.142857143;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);6;6;13;85.166666667;87;16.666666667;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";71 Obstétrique seule;6;6;5;29.833333333;25.5;0;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:02";="800000028";07A UHCD strutures des urgences générales;6;6;0.8333333333;72.5;79.5;50;0;0;0;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;64;64;13.078125;75.671875;78;51.5625;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";27 Médecine gériatrique;37;37;11.783783784;86.621621622;86;37.837837838;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";07A UHCD strutures des urgences générales-27 Médecine gériatrique;23;23;13.913043478;87.695652174;88;47.826086957;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";07A UHCD strutures des urgences générales;17;17;1.7647058824;68.647058824;73;58.823529412;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;16;16;13.375;73.6875;72.5;62.5;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);14;14;1.7142857143;0.2608610568;0.1698630137;57.142857143;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);12;12;8.3333333333;61.833333333;64.5;83.333333333;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;7;7;12.285714286;75.428571429;73;85.714285714;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);5;5;15.8;88.2;86;40;0;0;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";02A Soins intensifs en cardiologie = USIC-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;17;84.25;86.5;100;0;18;0;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:09";="590785374";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;47;47;6.5319148936;66.872340426;68;46.808510638;0;0;0;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";07A UHCD strutures des urgences générales;43;43;1.0697674419;68.837209302;75;48.837209302;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";27 Médecine gériatrique;40;40;9.4;83.5;84;50;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;33;33;13.333333333;69.939393939;69;48.484848485;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";07A UHCD strutures des urgences générales-27 Médecine gériatrique;33;33;9.6363636364;85.060606061;87;30.303030303;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;32;32;11.6875;66.4375;70;65.625;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);30;30;1.9333333333;4.1934246575;0.3904109589;56.666666667;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";21 Hémodialyse en centre pour adulte;10;10;1;79;79;100;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);7;7;11.285714286;71.571428571;70;71.428571429;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";40 Unité d'hospitalisation d'oncologie médicale;7;7;16.142857143;58.714285714;59;71.428571429;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:50";="020000063";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;7;7;17;67;71;85.714285714;0;0;0;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";40 Unité d'hospitalisation d'oncologie médicale;10;10;4.6;54;54.5;10;0;0;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";41 Unité d'hospitalisation d'oncologie chirurgicale;5;5;5.8;62;62;0;0;0;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";41 Unité d'hospitalisation d'oncologie chirurgicale-03A Soins surveillance continue adulte hors grands brûlés-41 Unité d'hospitalisation d'oncologie chirurgicale;4;4;14;70.25;73;25;0;0;25;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";08 Soins et accompagnement des malades en phase terminale (unité de soins palliatifs);1;1;7;83;83;0;0;0;0;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";40 Unité d'hospitalisation d'oncologie médicale-03A Soins surveillance continue adulte hors grands brûlés;1;1;5;74;74;100;0;0;2;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";41 Unité d'hospitalisation d'oncologie chirurgicale-03A Soins surveillance continue adulte hors grands brûlés-41 Unité d'hospitalisation d'oncologie chirurgicale-03A Soins surveillance continue adulte hors grands brûlés-41 Unité d'hospitalisation d'oncologie chirurgicale;1;1;38;63;63;100;0;0;19;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;51;51;7.9607843137;72.882352941;75;49.019607843;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";07A UHCD strutures des urgences générales;46;46;0.9347826087;73.586956522;78.5;52.173913043;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;20;20;8;74.75;76;60;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";27 Médecine gériatrique;17;17;13.294117647;88.588235294;89;23.529411765;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";07A UHCD strutures des urgences générales-27 Médecine gériatrique;16;16;18.625;88.875;89;43.75;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);11;11;2.1818181818;0.8911581569;0.2164383562;90.909090909;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;11;11;17.363636364;78.181818182;81;63.636363636;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);7;7;6;73;84;85.714285714;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;5;5;16.8;67.4;69;40;0;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:29";="620103432";01A Réanimation adulte hors grands brûlés;3;3;19.666666667;63.666666667;62;33.333333333;59;0;0;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;53;53;12.735849057;74.150943396;73;50.943396226;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";07A UHCD strutures des urgences générales-27 Médecine gériatrique;35;35;12.542857143;85.971428571;88;42.857142857;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";07A UHCD strutures des urgences générales-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);18;18;8.8888888889;71.444444444;76.5;33.333333333;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";07A UHCD strutures des urgences générales;15;15;0.3333333333;60.343926941;71;26.666666667;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);13;13;1.6923076923;1.4238145416;0.2356164384;38.461538462;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;7;7;17.714285714;68;65;42.857142857;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);7;7;3.5714285714;63.571428571;61;42.857142857;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";07A UHCD strutures des urgences générales-01A Réanimation adulte hors grands brûlés-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;22.25;70.25;72;50;28;0;19;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";27 Médecine gériatrique;4;4;10.25;86.5;86.5;25;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";71 Obstétrique seule;4;4;3.75;33.25;31;0;0;0;0;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;148;148;2.4594594595;71.398648649;74;46.621621622;0;0;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;92;92;11.010869565;71.684782609;74.5;46.739130435;0;0;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";27 Médecine gériatrique;38;38;16.157894737;89;90;42.105263158;0;0;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);37;37;6.8918918919;64.945945946;71;37.837837838;0;0;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";07A UHCD strutures des urgences générales-27 Médecine gériatrique;19;19;21.947368421;86.052631579;89;36.842105263;0;0;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";18 Soins intensifs en UNV-17 UNV hors SI;17;17;14.470588235;72.647058824;73;47.058823529;0;48;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";71 Obstétrique seule;12;12;4.5;33;36;0;0;0;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);10;10;2.1;2.2490410959;0.6315068493;40;0;0;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";01A Réanimation adulte hors grands brûlés-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;7;7;23;68.142857143;72;57.142857143;58;0;35;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:46";="590781803";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;6;6;13.333333333;60.833333333;65;50;0;0;0;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;61;61;11.901639344;75.967213115;77;39.344262295;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";27 Médecine gériatrique;26;26;12.961538462;88.846153846;89.5;26.923076923;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";07A UHCD strutures des urgences générales-27 Médecine gériatrique;20;20;14.5;88.9;89.5;25;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;20;20;11.35;73.35;79;55;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);12;12;1.6666666667;1.9333333333;0.2246575342;41.666666667;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);12;12;9.6666666667;74.25;75;8.3333333333;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";07A UHCD strutures des urgences générales;7;7;1.5714285714;64.142857143;74;42.857142857;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;12.5;74.5;78.5;0;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";71 Obstétrique seule-71 Obstétrique seule;4;4;5.75;33.75;33;0;0;0;0;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:08";="590780227";03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;3;3;16.666666667;75.666666667;71;66.666666667;0;0;20;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;97;97;14.721649485;65.06185567;69;55.670103093;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";27 Médecine gériatrique;63;63;10.952380952;86.396825397;87;31.746031746;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);20;20;6.9;61.7;63.5;60;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);14;14;4.5;3.5045009785;0.2739726027;57.142857143;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";27 Médecine gériatrique-27 Médecine gériatrique;12;12;23;83.666666667;85;50;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";40 Unité d'hospitalisation d'oncologie médicale;10;10;7.9;62.1;71;70;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";43 Unité de chimiothérapie ambulatoire;10;10;0.9;71;67.5;20;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;10;10;36.9;61.6;65;50;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";07B UHCD strutures des urgences pédiatriques;9;9;0.8888888889;0.7747336377;0.3178082192;66.666666667;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:06";="800000044";07B UHCD strutures des urgences pédiatriques-28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);9;9;2.6666666667;2.8636225266;3;55.555555556;0;0;0;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;78;78;9.1153846154;74.384615385;76.5;52.564102564;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;34;34;10.117647059;80.970588235;85.5;52.941176471;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";07A UHCD strutures des urgences générales;27;27;0.6296296296;68.740740741;72;70.37037037;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";27 Médecine gériatrique;18;18;10.388888889;86.277777778;88;16.666666667;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);18;18;1.6666666667;1.1625570776;0.2315068493;38.888888889;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";19 Unité d'addictologie de recours et de référence;11;11;14.454545455;47.545454545;50;90.909090909;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);11;11;8.5454545455;72;77;54.545454545;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";07A UHCD strutures des urgences générales-27 Médecine gériatrique;9;9;20.444444444;85;87;33.333333333;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;5;5;13;62.2;58;20;0;0;0;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:16";="590781902";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-08 Soins et accompagnement des malades en phase terminale (unité de soins palliatifs);5;5;33;85;87;40;0;0;0;2023.7;X590781902;07SEP23;20:00:41
